Link,Title,Description,Date
3dnews.ru/1080216/kompaniya-tcl-predstavila-innovatsionnie-tehnologii-novie-vozmognosti-domashnego-kinoteatra-i-sobstvennuyu-umnuyu-ekosistemu-smart-connected-lifestyle-ecosystem-na-vistavke-ces-2023,TCL представила инновационные технологии и умную экосистему Smart Connected Lifestyle Ecosystem на выставке CES 2023 ,"Компенсационный пакет руководителей крупных корпораций обычно привязан к результатам их деятельности, что создаёт дополнительную мотивацию. На этой неделе стало известно, что генеральный директор Apple Тим Кук (Tim Cook) по собственной инициативе запросил снижение своего компенсационного пакета в текущем году на 50 % от прошлогоднего уровня. В результате он должен получить только $49 млн в качестве вознаграждения за труд.",12.01.2023 22:18 
3dnews.ru/1080213/gruzovie-aviaperevozki-v-ssha-doveryat-avtopilotam-o-chyom-vmeste-pozabotyatsya-nasa-i-northrop-grumman,NASA и Northrop Grumman сделают грузовые авиаперевозки в США беспилотными ,"Компания EK Water Blocks выпустила водоблоки EK-Quantum Velocity² Direct Die D-RGB для процессорного разъёма Intel LGA 1700. Новинки предназначены для организации системы жидкостного охлаждения с прямым контактом поверхности водоблока с кристаллом процессоров Intel Core 12-го поколения (Alder Lake) и 13-го поколения (Raptor Lake), что должно обеспечить максимально эффективное охлаждение.",12.01.2023 21:00 
3dnews.ru/1080219/kongress-ssha-ne-odobril-novie-zakupki-ochkov-dopolnennoy-realnosti-microsoft-combat-goggles-dlya-armii-ssha-izza-ih-nedorabotok,"Конгресс США приостановил закупки AR-очков Microsoft для армии, пока в них не исправят проблемы — солдат от них тошнит ","TCL Electronics, один из главных игроков в мировой телевизионной индустрии и ведущий производитель потребительской электроники, принял участие в CES 2023 г. Посетители стенда TCL площадью 1600 м",12.01.2023 20:53 
3dnews.ru/1080279/v-otmene-vseh-aviareysov-v-ssha-obvinili-podryadchikov,В отмене всех авиарейсов в США обвинили подрядчиков ," в Центральном зале выставочного центра Лас-Вегаса смогли на собственном опыте ознакомиться с технологиями TCL и продукцией всех категорий бренда, демонстрировавшихся под фирменным слоганом Inspire Greatness (Вдохновляя на великое).",13.01.2023 18:17 
3dnews.ru/1080281/pyatnitsa-trinadtsatoe-iz-menyu-pusk-i-paneli-zadach-windows-stali-tainstvenno-ischezat-yarliki,"Из меню «Пуск» и панели задач Windows стали таинственно исчезать ярлыки — пятница, тринадцатое тут ни при чём ","Компания Northrop Grumman сообщила, что совместно с NASA будет создавать решения для организации автономных грузовых авиаперевозок в США. Автономные системы будут интегрированы в полноразмерные самолёты для грузовых операций в национальном воздушном пространстве страны. Фактически речь идёт о создании автономного флота авиационного грузового транспорта, что в корне изменит эту сферу деятельности.",13.01.2023 18:14 
3dnews.ru/1080277/v-seti-rasprostranyayutsya-poddelnie-drayveri-amd-radeon-i-eto-pokazivaet-seryoznuyu-problemu-v-poiske-google,Google распространяет поддельные драйверы AMD Radeon и это показывает серьёзную проблему в поисковика ,"Компания Microsoft не получит дополнительных заказов на актуальную версию армейских очков дополненной реальности Combat Goggles, поскольку американский Конгресс отклонил запрос армии США о выделении $400 млн на закупку 6900 подобных устройств в этом году, пишет Bloomberg. Как указывает издание, причиной отказа являются проблемы, выявленные в ходе ранее проведённых полевых испытаний устройства.",13.01.2023 18:05 
3dnews.ru/1080275/kultoviy-shuter-duke-nukem-3d-poluchil-svoyu-vradaptatsiyu-kotoruyu-mogno-oprobovat-uge-seychas,"Культовый шутер Duke Nukem 3D получил VR-адаптацию, которую уже можно опробовать ","Виновниками имевшего место 11 января инцидента, в результате которого в США были отменены все авиарейсы, являются сотрудники компании-подрядчика, обслуживающей программную платформу Федерального управления гражданской авиации США (FAA). Об этом сообщило NBC News со ссылкой на два источника в правительстве.",13.01.2023 17:54 
3dnews.ru/1080270/vlasti-isklyuchili-byudget-na-razvitie-os-avrora-iz-programmi-tsifrovizatsii-gossektora,Российскую ОС «Аврора» лишили финансирования по программе цифровизации госсектора ,"Похоже, что недавнее обновление «Защитника Windows» привело к исчезновению ярлыков программ из меню «Пуск» и с панели задач. Проблема затрагивает предприятия и организации, использующие Microsoft 365 и «Защитник Windows» для защиты от вредоносных программ, вирусов и других угроз. Причём, исчезли все ярлыки, а не только иконки приложений Microsoft.",13.01.2023 17:12 
3dnews.ru/1080266/britanskaya-kompaniya-moget-otsudit-u-google-nazvanie-razdela-youtube-shorts,Британская компания может отсудить у Google название раздела YouTube Shorts ,"Недавно в Сети появился вредоносный веб-сайт, на котором якобы можно скачать драйверы для видеокарт AMD Radeon. История не нова, но что примечательно, пользователи попадали на этот сайт, просто нажав на самый первый результат поиска в Google по запросу «драйвер AMD».",13.01.2023 17:00 
3dnews.ru/1080264/okazavshiesya-v-otkritom-dostupe-dannie-polzovateley-mailru-utekli-v-2022-godu-s-drugogo-servisa,Утечка данных пользователей Mail.ru произошла в 2022 году с другого сервиса ,"Классический шутер Duke Nukem 3D, выпущенный в 1996 году, получил VR-адаптацию с поддержкой гарнитуры M**a Quest 2. Данный программный проект разрабатывается группой энтузиастов Team Beef, которой предстоит сделать ещё многое.",13.01.2023 16:20 
3dnews.ru/1080263/microsoft-nachala-razvyortivanie-pleera-iz-windows-11-v-windows-10,Microsoft начала распространять в Windows 10 медиаплеер из Windows 11 ,"Минцифры исключило средства в размере 22 млрд рублей, которые планировалось использовать для развития операционной системы «Аврора» в ближайшие два года, из своей программы цифровой трансформации. Об этом пишет «Коммерсантъ» со ссылкой на собственные осведомлённые источники.",13.01.2023 15:43 
3dnews.ru/1080261/ustarevshie-prilogeniya-sberbanka-perestanut-rabotat,Устаревшие приложения «Сбербанка» перестанут работать на следующей неделе ,"Компания Google оказалась вовлечённой в судебную тяжбу, из-за которой она может быть вынуждена переименовать раздел коротких видео YouTube Shorts — он позиционируется как прямой конкурент TikTok и Facebook/Instagram Reels.",13.01.2023 15:23 
3dnews.ru/1080257/integratsiya-discord-s-playstation-5-budet-realizovana-v-martovskom-obnovlenii-po-konsoli,Интеграция Discord с PlayStation 5 будет реализована в мартовском обновлении ПО консоли ,"Появление в открытом доступе персональных данных пользователей почты на Mail.ru связано с утечкой информации с другой площадки в начале 2022 года, сообщил ресурс «Интерфакс» со ссылкой на пресс-службу почтового сервиса.",13.01.2023 15:13 
3dnews.ru/1080256/spasayut-zhizni-s-1996-goda-po-motivam-resident-evil-vypustyat-kollektsionniy-nabor-s-lechebnymi-spreyami-i-chernilnymi-lentami-iz-igr,Спасают жизни с 1996 года: по мотивам Resident Evil выпустят коллекционный набор с «лечебными спреями» и «чернильными лентами» из игр ,"Стало известно, что Microsoft приступила к развёртыванию обновлённого проигрывателя Windows Media Player, который стал доступен в тестовых сборках Windows 11 осенью прошлого года, в Windows 10. Он придёт на смену проигрывателю Groove Music, который не пользуется популярностью среди пользователей.",13.01.2023 14:59 
3dnews.ru/1080254/v-sleduyuschem-godu-na-pk-viydet-moth-kubit-vdokhnovlyonnaya-kafkoy-satiricheskaya-rpg-o-korporativnoy-zhizni-obychnogo-nasekomogo,В следующем году на ПК выйдет Moth Kubit — вдохновлённая Кафкой сатирическая RPG о корпоративной жизни обычного насекомого ,"Некоторые клиенты «Сбербанка» начали получать уведомления о том, что устаревшие версии приложений прекратят работу. В качестве альтернативы им предлагается перейти на веб-версию онлайн-банка, установить новое приложение самостоятельно или обратиться в отделение банка.",13.01.2023 14:29 
3dnews.ru/1080253/strimingovoe-po-nvidia-broadcast-sozdayot-dipfeyki-izobragayushchie-vzglyad-v-kameru-dage-esli-polzovatel-smotrit-v-storonu,"NVIDIA Broadcast научили имитировать взгляд пользователя в камеру, когда он смотрит в другую сторону — используется ИИ и дипфейк ","В 2021 году Sony заключила партнёрское соглашение с Discord, в рамках которого популярный среди геймеров сервис будет интегрирован с платформой PlayStation. Теперь же стало известно, что интеграция будет завершена с выходом следующего крупного обновления для PlayStation 5.",13.01.2023 14:15 
3dnews.ru/1080252/frantsuzskiy-regulyator-oshtrafoval-tiktok-za-narusheniya-v-rabote-s-faylami-cookie,Франция оштрафовала TikTok на €5 млн за недостаточно удобный механизм отказа от файлов cookie ,"Портал GameRant обратил внимание, что в рамках празднования 25-летия Resident Evil, которое серия отмечала ещё в 2021 году, издательство Capcom объединилось с немецкой компанией GameFlavor для выпуска необычного тематического товара.",13.01.2023 13:20 
3dnews.ru/1080244/druzhelyubnaya-strategiya-fabledom-pozvolit-postroit-svoyo-skazochnoe-korolevstvo-i-zhit-dolgo-i-schastlivo-perviy-treyler,Дружелюбная стратегия Fabledom позволит построить своё сказочное королевство и жить долго и счастливо — первый трейлер ,"Издательство Astrolabe Games объявило, что поможет разработчикам из бразильской Helena Creative Studio с выпуском сатирической ролевой игры Moth Kubit, явно вдохновлённой творчеством писателя Франца Кафки (Franz Kafka).",13.01.2023 12:08 
3dnews.ru/1080245/polzovateli-storonnih-klientov-twitter-galuyutsya-na-problemi-s-dostupom-k-sotsialnoy-seti,Альтернативные приложения Twitter перестали работать ,"Стриминговое ПО NVIDIA Broadcast получило интересную функцию. Приложение может имитировать взгляд пользователя в объектив камеры даже в случае, если смотрит совсем в другую сторону. Использующая алгоритмы ИИ функция Eye Contact заменяет изображение глаз их имитацией со «взглядом», направленным точно в камеру. Правда, работает она далеко не всегда корректно.",13.01.2023 11:48 
3dnews.ru/1080241/obyavlena-data-vykhoda-kooperativnogo-roglayka-shoulders-of-giants-gde-nuzhno-upravlyat-odnovremenno-robotom-i-stoyaschey-na-nyom-kosmolyagushkoy,"Объявлена дата выхода кооперативного роглайка Shoulders of Giants, где нужно управлять одновременно роботом и стоящей на нём космолягушкой ",Национальная комиссия по вопросам информационных прав и свобод Франции (CNIL) выписала китайскому сервису коротких видео TikTok штраф на €5 млн за нарушения в обработке файлов cookie. Нарушения были устранены почти год назад.,13.01.2023 11:27 
3dnews.ru/1080242/virusvimogatel-paralizoval-rabotu-korolevskoy-pochti-velikobritanii-v-kiberatake-obvinili-rossiyskih-hakerov,Вирус-вымогатель парализовал работу Королевской почты Великобритании — в атаке обвинили российских хакеров ,Издательство Dear Villagers и разработчики из независимой шведской студии Grenaa Games официально представили свою сказочную градостроительную стратегию Fabledom. Анонс сопроводили геймплейным трейлером.,13.01.2023 11:14 
3dnews.ru/1080238/v-remeyke-dead-space-poyavitsya-rezhim-novaya-igra-i-udobnaya-karta,В ремейке Dead Space появится режим «Новая игра +» и удобная карта ,"Пользователи сторонних клиентов Twitter, таких, как Tweetbot, Echofon и Twitterrific, сообщают о возникших проблемах, причину которых пока не удалось выяснить. В частности, стало невозможным получить доступ с их помощью к системе и каналам Twitter.",13.01.2023 10:22 
3dnews.ru/1080235/v-steam-vyshla-novaya-igra-ot-sozdateley-blazing-chrome-retroplatformer-o-kibersamurae-vengeful-guardian-moonrider,В Steam вышла новая игра от создателей Blazing Chrome — ретроплатформер о киберсамурае Vengeful Guardian: Moonrider ,Разработчики из независимой нью-йоркской студии Moving Pieces Interactive (Dodo Peak) объявили точную дату выхода своего научно-фантастического роглайк-экшена Shoulders of Giants и сообщили о старте предзаказов.,13.01.2023 09:36 
3dnews.ru/1080232/google-i-nvidia-virazili-ozabochennost-pokupkoy-microsoft-kompanii-activision-prodemonstrirovav-solidarnost-s-sony,Google и NVIDIA выразили озабоченность по поводу покупки Activision Blizzard компанией Microsoft ,"В результате атаки вируса-вымогателя семейства Lockbit Королевская почта Великобритании временно лишилась возможности обрабатывать международные отправления — в подвешенном состоянии оказались более полумиллиона посылок и писем. По версии следствия, в инциденте виновны российские хакеры, передаёт Telegraph.",13.01.2023 08:43 
3dnews.ru/1080225/u-nvidia-slomalsya-servis-avtorizatsii-geforce-experience-i-geforce-now-kompaniya-ustranyaet-problemu,У NVIDIA сломался вход в GeForce Experience и GeForce NOW — компания устраняет проблему ,Старшая сценаристка ремейка Dead Space Джо Берри (Jo Berry) и директор по осуществлению проекта Джоэл Макмиллан (Joel MacMillan) в интервью порталу Inverse поделились новой информацией о переосмыслении.,13.01.2023 00:45 
3dnews.ru/1080217/glava-amazon-game-studios-dgon-smedli-pokinet-kompaniyu,Ветеран игровой индустрии Джон Смедли уйдёт с поста главы Amazon Game Studios ,Издательство The Arcade Crew и разработчики из бразильской студии JoyMasher (Blazing Chrome) сообщили о выходе своего олдскульного экшен-платформера Vengeful Guardian: Moonrider. Премьеру сопроводили релизным трейлером.,12.01.2023 22:55 
3dnews.ru/1080214/aktsii-ubisoft-ruhnuli-na-20-na-fone-novostey-ob-otmene-tryoh-igr-i-perenose-zapuska-skull-and-bones,Акции Ubisoft рухнули на 20 % на фоне новостей об отмене трёх игр и переносе Skull and Bones ,"Google и NVIDIA поддержали позицию Sony, выразив Федеральной комиссии по торговле (FTC) США озабоченность вероятной покупкой Microsoft игрового холдинга Activision Blizzard, подлив масла в огонь правительственного разбирательства, ставящего под вопрос сделку на сумму $69 млрд. Об этом сообщает Bloomberg со ссылкой на источники, «знакомые с ситуацией».",12.01.2023 22:16 
3dnews.ru/1080220/v-kontse-yanvarya-adskiy-retroshuter-dread-templar-viydet-iz-rannego-dostupa-i-poluchit-perevod-na-russkiy-yazik,В конце января адский ретрошутер Dread Templar выйдет из раннего доступа и получит перевод на русский язык ,"Пользователи приложения GeForce Experience и облачного игрового сервиса GeForce NOW пожаловались на проблемы с авторизацией. При входе в учётную запись в GeForce Experience и GeForce NOW сервер NVIDIA отправляет письмо на электронную почту пользователя с верификационным кодом. В работе сервера произошёл сбой, и некоторые пользователи не могут получить нужное письмо.",12.01.2023 21:56 
3dnews.ru/1080279/v-otmene-vseh-aviareysov-v-ssha-obvinili-podryadchikov,В отмене всех авиарейсов в США обвинили подрядчиков ,"Издание Bloomberg сообщило, что ветеран игровой индустрии Джон Смедли (John Smedley) покинет должность руководителя Amazon Game Studios. Смедли занимал пост главы созданного десять лет назад игрового подразделения Amazon в течение шести лет, успел поработать над разными проектами, но ни один из них так и не добрался до релиза.",13.01.2023 18:17 
3dnews.ru/1080281/pyatnitsa-trinadtsatoe-iz-menyu-pusk-i-paneli-zadach-windows-stali-tainstvenno-ischezat-yarliki,"Из меню «Пуск» и панели задач Windows стали таинственно исчезать ярлыки — пятница, тринадцатое тут ни при чём ","Ранее на этой неделе французское издательство Ubisoft объявило об очередном переносе пиратского экшена Skull and Bones, отмене трёх игр и не слишком впечатляющих продажах последних релизов, что побудило аналитиков снизить свои прогнозы касательно финансовых показателей компании. На этом фоне курс акций Ubisoft обвалился сразу на 20 % до €19,38 за одну ценную бумагу.",13.01.2023 18:14 
3dnews.ru/1080277/v-seti-rasprostranyayutsya-poddelnie-drayveri-amd-radeon-i-eto-pokazivaet-seryoznuyu-problemu-v-poiske-google,Google распространяет поддельные драйверы AMD Radeon и это показывает серьёзную проблему в поисковика ,"Издательство Fulqrum Publishing (бывшее 1C Entertainment) и студия T19 Games объявили, что финальная версия ретрошутера Dread Templar выйдет 26 января в Steam, GOG и Epic Games Store.",13.01.2023 18:05 
3dnews.ru/1080276/habbl-zapechatlel-kak-chyornaya-dira-prekratila-zvezdu-v-kosmicheskiy-ponchik,"«Хаббл» запечатлел, как чёрная дыра превратила звезду в «космический пончик» ","Виновниками имевшего место 11 января инцидента, в результате которого в США были отменены все авиарейсы, являются сотрудники компании-подрядчика, обслуживающей программную платформу Федерального управления гражданской авиации США (FAA). Об этом сообщило NBC News со ссылкой на два источника в правительстве.",13.01.2023 17:57 
3dnews.ru/1080275/kultoviy-shuter-duke-nukem-3d-poluchil-svoyu-vradaptatsiyu-kotoruyu-mogno-oprobovat-uge-seychas,"Культовый шутер Duke Nukem 3D получил VR-адаптацию, которую уже можно опробовать ","Похоже, что недавнее обновление «Защитника Windows» привело к исчезновению ярлыков программ из меню «Пуск» и с панели задач. Проблема затрагивает предприятия и организации, использующие Microsoft 365 и «Защитник Windows» для защиты от вредоносных программ, вирусов и других угроз. Причём, исчезли все ярлыки, а не только иконки приложений Microsoft.",13.01.2023 17:54 
3dnews.ru/1080269/glava-nspk-zayavil-chto-problema-s-defitsitom-chipov-dlya-bankovskih-kart-v-rossii-reshena,"Проблема с дефицитом чипов для банковских карт в России решена, заявил глава НСПК ","Недавно в Сети появился вредоносный веб-сайт, на котором якобы можно скачать драйверы для видеокарт AMD Radeon. История не нова, но что примечательно, пользователи попадали на этот сайт, просто нажав на самый первый результат поиска в Google по запросу «драйвер AMD».",13.01.2023 17:41 
3dnews.ru/1080267/virgin-orbit-sdelala-podrobnoe-zayavlenie-svyazannoe-s-provalom-puska-raketi-launcherone-v-velikobritanii,Virgin Orbit: первый в истории пуск из Великобритании провалился из-за преждевременного отключения двигателя второй ступени ,"Космический телескоп «Хаббл» запечатлел, как сверхмассивная чёрная дыра разрушила оказавшуюся слишком близко звезду. В результате остатки звезды образовали огромное кольцо в форме тора или пончика вокруг чёрной дыры и теперь будут постепенно поглощаться ею в сопровождении интенсивного излучения.",13.01.2023 17:38 
3dnews.ru/1080270/vlasti-isklyuchili-byudget-na-razvitie-os-avrora-iz-programmi-tsifrovizatsii-gossektora,Российскую ОС «Аврора» лишили финансирования по программе цифровизации госсектора ,"Классический шутер Duke Nukem 3D, выпущенный в 1996 году, получил VR-адаптацию с поддержкой гарнитуры M**a Quest 2. Данный программный проект разрабатывается группой энтузиастов Team Beef, которой предстоит сделать ещё многое.",13.01.2023 17:12 
3dnews.ru/1080268/cooler-master-pokazala-na-ces-2023-mnogestvo-blokov-pitaniya-standarta-atx-30-osnashchyonnih-124kontaktnim-razyomom-12vhpwr,Cooler Master показала множество блоков питания стандарта ATX 3.0 с 12+4-контактными разъёмами 12VHPWR ,"В Virgin Orbit поделились подробностями неудачи, постигшей первую из орбитальных миссий компании на территории Великобритании. Анализ телеметрии упавшей в море 9 января ракеты свидетельствует о преждевременном прекращении работы двигателя второй ступени, но команда компании полна решимости продолжать реализацию проектов в стране.",13.01.2023 17:11 
3dnews.ruhttps://servernews.ru/1080265,Positive Technologies: рынок кибербезопасности в России в 2023 году снова вырастет на 10–20 % ,"Минцифры исключило средства в размере 22 млрд рублей, которые планировалось использовать для развития операционной системы «Аврора» в ближайшие два года, из своей программы цифровой трансформации. Об этом пишет «Коммерсантъ» со ссылкой на собственные осведомлённые источники.",13.01.2023 17:07 
3dnews.ru/1080266/britanskaya-kompaniya-moget-otsudit-u-google-nazvanie-razdela-youtube-shorts,Британская компания может отсудить у Google название раздела YouTube Shorts ,"Компания Cooler Master привезла на выставку CES 2023 множество новых блоков питания, которые выйдут на рынок в составе обновлённых серий GX III, V Gold, V SFX Gold и V SFX Platinum с поддержкой новых стандартов ATX 3.0 и PCIe 5.0. О новинках рассказал портал TechPowerUp, журналисты которого посетили стенд производителя.",13.01.2023 17:00 
3dnews.ru/1080264/okazavshiesya-v-otkritom-dostupe-dannie-polzovateley-mailru-utekli-v-2022-godu-s-drugogo-servisa,Утечка данных пользователей Mail.ru произошла в 2022 году с другого сервиса ,"Российский рынок информационной безопасности (ИБ) в 2022 году вырос на 10–20 %, до 220–230 млрд руб., сообщила компания Positive Technologies. Причинами роста ИБ-рынка специалисты компании называют запрос предприятий РФ на результативную безопасность, обусловленный ростом количества хакерских атак, и правительственные инициативы в сфере ИБ.",13.01.2023 16:20 
3dnews.ru/1080262/galax-predstavila-videokartu-geforce-rtx-4070-ti-hof-dlya-ekstremalnogo-razgona,Galax представила видеокарту GeForce RTX 4070 Ti HOF для экстремального разгона ,"Компания Google оказалась вовлечённой в судебную тяжбу, из-за которой она может быть вынуждена переименовать раздел коротких видео YouTube Shorts — он позиционируется как прямой конкурент TikTok и Facebook/Instagram Reels.",13.01.2023 15:50 
3dnews.ru/1080263/microsoft-nachala-razvyortivanie-pleera-iz-windows-11-v-windows-10,Microsoft начала распространять в Windows 10 медиаплеер из Windows 11 ,"Появление в открытом доступе персональных данных пользователей почты на Mail.ru связано с утечкой информации с другой площадки в начале 2022 года, сообщил ресурс «Интерфакс» со ссылкой на пресс-службу почтового сервиса.",13.01.2023 15:43 
3dnews.ru/1080261/ustarevshie-prilogeniya-sberbanka-perestanut-rabotat,Устаревшие приложения «Сбербанка» перестанут работать на следующей неделе ,"Компания Galax представила видеокарту GeForce RTX 4070 Ti HOF. Основное преимущество новой модели заключается в её функциях, предназначенных для ручного разгона, в том числе экстремального. При это из коробки н",13.01.2023 15:23 
3dnews.ru/1080260/issledovanie-which-pokazalo-chto-vedushchie-brendi-prekrashchayut-poddergku-umnoy-elektroniki-i-tehniki-vsego-cherez-dva-goda,Многие бренды прекращают программную поддержку умной электроники и техники всего через два года ,MSI GeForce RTX 4070 Ti Suprim X,13.01.2023 15:22 
3dnews.ru/1080257/integratsiya-discord-s-playstation-5-budet-realizovana-v-martovskom-obnovlenii-po-konsoli,Интеграция Discord с PlayStation 5 будет реализована в мартовском обновлении ПО консоли ,"Стало известно, что Microsoft приступила к развёртыванию обновлённого проигрывателя Windows Media Player, который стал доступен в тестовых сборках Windows 11 осенью прошлого года, в Windows 10. Он придёт на смену проигрывателю Groove Music, который не пользуется популярностью среди пользователей.",13.01.2023 15:13 
3dnews.ru/1080256/spasayut-zhizni-s-1996-goda-po-motivam-resident-evil-vypustyat-kollektsionniy-nabor-s-lechebnymi-spreyami-i-chernilnymi-lentami-iz-igr,Спасают жизни с 1996 года: по мотивам Resident Evil выпустят коллекционный набор с «лечебными спреями» и «чернильными лентами» из игр ,"Некоторые клиенты «Сбербанка» начали получать уведомления о том, что устаревшие версии приложений прекратят работу. В качестве альтернативы им предлагается перейти на веб-версию онлайн-банка, установить новое приложение самостоятельно или обратиться в отделение банка.",13.01.2023 14:59 
3dnews.ru/1080259/spacex-poshla-na-ustupki-astronomam-no-borba-za-tyomnoe-nochnoe-nebo-ne-okonchena,"SpaceX пошла на уступки, чтобы уменьшить влияние спутников Starlink на астрономию ","Как показал опрос ведущих вендоров, проведённый британской компанией Which?, которая занимается защитой прав потребителей, многие производители прекращают программную поддержку смартфонов, телевизоров, умных стиральных машин и прочей бытовой техники и электроники в течение всего двух лет.",13.01.2023 14:47 
3dnews.ru/1080255/spacex-starship,"SpaceX показала корабль Starship на ракете Super Heavy, а Airbus сняла их из космоса ","В 2021 году Sony заключила партнёрское соглашение с Discord, в рамках которого популярный среди геймеров сервис будет интегрирован с платформой PlayStation. Теперь же стало известно, что интеграция будет завершена с выходом следующего крупного обновления для PlayStation 5.",13.01.2023 14:32 
3dnews.ru/1080254/v-sleduyuschem-godu-na-pk-viydet-moth-kubit-vdokhnovlyonnaya-kafkoy-satiricheskaya-rpg-o-korporativnoy-zhizni-obychnogo-nasekomogo,В следующем году на ПК выйдет Moth Kubit — вдохновлённая Кафкой сатирическая RPG о корпоративной жизни обычного насекомого ,"Портал GameRant обратил внимание, что в рамках празднования 25-летия Resident Evil, которое серия отмечала ещё в 2021 году, издательство Capcom объединилось с немецкой компанией GameFlavor для выпуска необычного тематического товара.",13.01.2023 14:29 
3dnews.ru/1080253/strimingovoe-po-nvidia-broadcast-sozdayot-dipfeyki-izobragayushchie-vzglyad-v-kameru-dage-esli-polzovatel-smotrit-v-storonu,"NVIDIA Broadcast научили имитировать взгляд пользователя в камеру, когда он смотрит в другую сторону — используется ИИ и дипфейк ","Астрономы всего мира бьют тревогу, требуя от властей как-то повлиять на развёртывание на низкой орбите многотысячных спутниковых группировок. Лидирует на этом направлении компания SpaceX с сервисом Starlink. В декабре компания получила разрешение на вывод в космос 7,5 тыс. спутников второго поколения в дополнение к уже имеющимся более чем 3,5 тыс. Как стало известно, SpaceX добровольно пошла на некоторые уступки астрономам, хотя этим оказались довольны не все.",13.01.2023 14:15 
3dnews.ru/1080251/iz-zabroshennih-shaht-mogno-sdelat-gravitatsionnie-batarei-predlogili-uchyonie,Из заброшенных шахт учёные предложили сделать гравитационные аккумуляторы ,Американская аэрокосмическая SpaceX ведёт подготовку к первому в истории орбитальному испытательному полёту корабля Starship. На этой неделе на стартовой площадке космодрома Starbase в Южном Техасе был установлен прототип сверхтяжёлой ракеты-носителя под названием Booster 7 с прототипом космического корабля Starship — Ship 24 (S24).,13.01.2023 13:27 
3dnews.ru/1080252/frantsuzskiy-regulyator-oshtrafoval-tiktok-za-narusheniya-v-rabote-s-faylami-cookie,Франция оштрафовала TikTok на €5 млн за недостаточно удобный механизм отказа от файлов cookie ,"Издательство Astrolabe Games объявило, что поможет разработчикам из бразильской Helena Creative Studio с выпуском сатирической ролевой игры Moth Kubit, явно вдохновлённой творчеством писателя Франца Кафки (Franz Kafka).",13.01.2023 13:20 
3dnews.ru/1080250/kitayskoe-pravitelstvo-sobiraetsya-kupit-zolotie-aktsii-alibaba-i-tencent,"Власти Китая собираются купить золотые акции Alibaba и Tencent, и это скорее хорошо, чем плохо ","Стриминговое ПО NVIDIA Broadcast получило интересную функцию. Приложение может имитировать взгляд пользователя в объектив камеры даже в случае, если смотрит совсем в другую сторону. Использующая алгоритмы ИИ функция Eye Contact заменяет изображение глаз их имитацией со «взглядом», направленным точно в камеру. Правда, работает она далеко не всегда корректно.",13.01.2023 13:07 
